Location_id,address_1,address_2,city,state,zip,county,location_source_value,latitude,longitude,address_type,state_abbr,flag
32535,2936 North Mcvay Drive,,Mobile,AL,36606,,"2936 NORTH MCVAY DRIVE, MOBILE, AL 36606",30.650045000000027,-88.11232399999994,Street Address,AL,SUCCESSFUL ADDRESS
33150,3251 Ross Clark Circle,,Dothan,Alabama,36303,,"3251 Ross Clark Circle, Dothan, Alabama 36303",31.341141,-85.349641,Street Address,AL,SUCCESSFUL ADDRESS
70946,600 Stanley Merrill Drive,,Oxford,AL,36203,,"600 STANLEY MERRILL DRIVE, OXFORD, AL 36203",33.59972653310565,-85.86317937909503,Street Address,AL,SUCCESSFUL ADDRESS
83921,35480 Harriot Avestap,,Stapleton,AL,36578,,"35480 HARRIOT AVESTAP, STAPLETON, AL 36578",30.742340994221564,-87.79017418296091,Street Address,AL,SUCCESSFUL ADDRESS
62203,304 W Montgomery Rd,,Tuskegee,AL,36083,,"304 W Montgomery Rd, Tuskegee, AL 36083",32.42644899970939,-85.69632200003227,Street Address,AL,SUCCESSFUL ADDRESS
74832,959 Huffman Rd,,Birmingham,AL,35215,,"959 HUFFMAN RD, BIRMINGHAM, AL 35215",33.60271097907464,-86.69042689407557,Street Address,AL,SUCCESSFUL ADDRESS
72373,1000 Industrial School Road,,Montgomery,AL,36057,,"1000 INDUSTRIAL SCHOOL ROAD, MONTGOMERY, AL 36057",32.37768756517563,-86.0843250171234,Street Address,AL,SUCCESSFUL ADDRESS
101160,1111 Windover Road,,Jonesboro,AR,72401,,"1111 WINDOVER ROAD, JONESBORO, AR 72401",35.813613337074614,-90.6878832220638,Street Address,AR,SUCCESSFUL ADDRESS
75197,3704 N Rodney Parham Rd,,Little Rock,AR,72212,,"3704 N RODNEY PARHAM RD, LITTLE ROCK, AR 72212",34.78710900931406,-92.40210101932604,Street Address,AR,SUCCESSFUL ADDRESS
75153,1315 W Cypress St,,Rogers,AR,72758,,"1315 W CYPRESS ST, ROGERS, AR 72758",36.33078725027435,-94.13630208891686,Street Address,AR,SUCCESSFUL ADDRESS
83309,504 W Main St,,Bradford,AR,72020,,"504 W MAIN ST, BRADFORD, AR 72020",35.425653463280455,-91.46031094327644,Street Address,AR,SUCCESSFUL ADDRESS
55049,130 Medical Circle,,Nashville,AR,71852,,"130 MEDICAL CIRCLE, NASHVILLE, AR 71852",33.94972276,-93.8805491799999,Street Address,AR,SUCCESSFUL ADDRESS
33761,1325 Harrison Street,,Batesville,Arkansas,72501,,"1325 Harrison Street, Batesville, Arkansas 72501",35.612517,-90.330555,Street Address,AR,SUCCESSFUL ADDRESS
75166,3824 Casey Springs Rd,,Jonesboro,AR,72404,,"3824 CASEY SPRINGS RD, JONESBORO, AR 72404",35.81517043204871,-90.74450711474498,Street Address,AR,SUCCESSFUL ADDRESS
84270,15306 Alexander Rd,,Scott,AR,72142,,"15306 ALEXANDER RD, SCOTT, AR 72142",34.70135673534102,-92.09848576238272,Street Address,AR,SUCCESSFUL ADDRESS
55060,701 Arkansas Boulevard,SUITE 300,Texarkana,AR,71854,,"701 ARKANSAS BOULEVARD, SUITE 300, TEXARKANA, AR 71854",33.4610700200001,-94.0340908699999,Street Address,AR,SUCCESSFUL ADDRESS
30588,201 Donaghey Ave,,Conway,AR,72035,,"201 DONAGHEY AVE, CONWAY, AR 72035",35.07819637900008,-92.45930978399996,Street Address,AR,SUCCESSFUL ADDRESS
9111,2647 W Glendale Ave,STE 14,Phoenix,AZ,85051,,"2647 W GLENDALE AVE STE 14, PHOENIX, AZ 85051",33.538545000305255,-112.11583500033528,Street Address,AZ,SUCCESSFUL ADDRESS
22163,1164 W Juanita Cir,,Mesa,AZ,85210,,"1164 W JUANITA CIR, MESA, AZ 85210",33.38124799967513,-111.8572150004157,Street Address,AZ,SUCCESSFUL ADDRESS
90396,601 North 3Rd Avenue,,Thatcher,AZ,85552,,"601 NORTH 3RD AVENUE, THATCHER, AZ 85552",32.84335329407249,-109.75388194677453,Street Address,AZ,SUCCESSFUL ADDRESS
22154,2340 W Cactus Rd,,Phoenix,AZ,85029,,"2340 W CACTUS RD, PHOENIX, AZ 85029",33.59645799982529,-112.109650999716,Street Address,AZ,SUCCESSFUL ADDRESS
22728,1330 S 2Nd Ave,,Tucson,AZ,85713,,"1330 S 2ND AVE, TUCSON, AZ 85713",32.20505999972093,-110.96236400001912,Street Address,AZ,SUCCESSFUL ADDRESS
54979,2905 West Warner Road,SUITE 1,Chandler,AZ,85224,,"2905 WEST WARNER ROAD, SUITE 1, CHANDLER, AZ 85224",33.3338859900001,-111.89128381,Street Address,AZ,SUCCESSFUL ADDRESS
22001,781 S 2Nd Ave,,Yuma,AZ,85364,,"781 S 2ND AVE, YUMA, AZ 85364",32.71325099973319,-114.62205799966698,Street Address,AZ,SUCCESSFUL ADDRESS
14211,408 N Sacaton St,STE K,Casa Grande,AZ,85122,,"408 N SACATON ST STE K, CASA GRANDE, AZ 85122",32.8790320000535,-111.75465799967267,Street Address,AZ,SUCCESSFUL ADDRESS
10812,21017 W Edith Way,,Buckeye,AZ,85396,,"21017 W EDITH WAY, BUCKEYE, AZ 85396",33.49223300004196,-112.5118170003056,Street Address,AZ,SUCCESSFUL ADDRESS
9310,543 E Speedway Blvd,,Tucson,AZ,85705,,"543 E SPEEDWAY BLVD, TUCSON, AZ 85705",32.23596700011413,-110.96282199977853,Street Address,AZ,SUCCESSFUL ADDRESS
66100,95 Montgomery Drive,,Santa Rosa,CA,95404,,"95 MONTGOMERY DRIVE, SANTA ROSA, CA 95404",37.78477130515353,-122.4148290590583,Street Address,CA,SUCCESSFUL ADDRESS
65764,2050 Irving Street,,San Francisco,CA,94122,,"2050 IRVING STREET, SAN FRANCISCO, CA 94122",40.182386914119,-122.22861939305749,Street Address,CA,SUCCESSFUL ADDRESS
65845,5039 Folsom Boulevard,,Sacramento,CA,95819,,"5039 FOLSOM BOULEVARD, SACRAMENTO, CA 95819",36.919486515550766,-121.78165097948109,Street Address,CA,SUCCESSFUL ADDRESS
66598,2151 Meeker Avenue,,Richmond,CA,94804,,"2151 MEEKER AVENUE, RICHMOND, CA 94804",37.50031963567882,-122.24883005683222,Street Address,CA,SUCCESSFUL ADDRESS
67569,8455 Auburn Folsom Road,,Granite Bay,CA,95746,,"8455 AUBURN FOLSOM ROAD, GRANITE BAY, CA 95746",37.31894230077939,-121.82365253793846,Street Address,CA,SUCCESSFUL ADDRESS
65738,2203 Loveridge Road,,Pittsburg,CA,94565,,"2203 LOVERIDGE ROAD, PITTSBURG, CA 94565",21.34768454061913,-157.72298412418638,Street Address,CA,SUCCESSFUL ADDRESS
69008,2200 East Gonzales Road,,Oxnard,CA,93036,,"2200 EAST GONZALES ROAD, OXNARD, CA 93036",33.7229462613216,-117.77053033818022,Street Address,CA,SUCCESSFUL ADDRESS
75307,4238 Howe St,,Oakland,CA,94611,,"4238 HOWE ST, OAKLAND, CA 94611",37.8285716478753,-122.25069803699022,Street Address,CA,SUCCESSFUL ADDRESS
68963,105 West 5Th Street,,Oxnard,CA,93030,,"105 WEST 5TH STREET, OXNARD, CA 93030",35.128972907048485,-120.597713368369,Street Address,CA,SUCCESSFUL ADDRESS
69663,13331 Beach Boulevard,,Westminster,CA,92683,,"13331 BEACH BOULEVARD, WESTMINSTER, CA 92683",41.49508811256104,-112.01561384929964,Street Address,CA,SUCCESSFUL ADDRESS
87279,126 East Garland,,La Veta,CO,81055,,"126 EAST GARLAND, LA VETA, CO 81055",37.50499967429466,-105.00826008634895,Street Address,CO,SUCCESSFUL ADDRESS
13532,9249 S Broadway,UNIT 200 # 446,Hghlnds Ranch,CO,80129,,"9249 S BROADWAY UNIT 200 # 446, HGHLNDS RANCH, CO 80129",39.54832999970619,-105.00316199978788,Street Address,CO,SUCCESSFUL ADDRESS
24594,5018 Weaver Dr,,Colorado Spgs,CO,80922,,"5018 WEAVER DR, COLORADO SPGS, CO 80922",38.9055780000232,-104.69309799972793,Street Address,CO,SUCCESSFUL ADDRESS
49695,401 S Pierce St,,Denver,Colorado,80206,,"401 S PIERCE ST, Denver, Colorado 80206",39.7091910000001,-105.072068,Street Address,CO,SUCCESSFUL ADDRESS
17051,3176 William Dr,,Grand Jct,CO,81503,,"3176 WILLIAM DR, GRAND JCT, CO 81503",39.02509799987095,-108.4643520003379,Street Address,CO,SUCCESSFUL ADDRESS
87127,4100 Caribou Drive,,Fort Collins,CO,80525,,"4100 CARIBOU DRIVE, FORT COLLINS, CO 80525",40.53255541631996,-105.0315514577119,Street Address,CO,SUCCESSFUL ADDRESS
96973,2701 West 136Th Street,,Broomfield,CO,80020,,"2701 WEST 136TH STREET, BROOMFIELD, CO 80020",39.94411454131925,-105.01952122481688,Street Address,CO,SUCCESSFUL ADDRESS
41229,485 E 2Nd St,,Denver,Colorado,80206,,"485 E 2ND ST, Denver, Colorado 80206",42.8486820000001,-106.320211,Street Address,CO,SUCCESSFUL ADDRESS
11594,3133 Yellowstone Cir,,Fort Collins,CO,80525,,"3133 YELLOWSTONE CIR, FORT COLLINS, CO 80525",40.53002299979367,-105.018820999731,Street Address,CO,SUCCESSFUL ADDRESS
14276,2111 S Pueblo Blvd,,Pueblo,CO,81005,,"2111 S PUEBLO BLVD, PUEBLO, CO 81005",38.2288820002828,-104.66232600036294,Street Address,CO,SUCCESSFUL ADDRESS
61737,950 Campbell Ave,,West Haven,CT,06516,,"950 Campbell Ave, West Haven, CT 06516",41.2843120000031,-72.95730999957775,Street Address,CT,SUCCESSFUL ADDRESS
60857,249 W Main St,,Branford,CT,06405,,"249 W Main St, Branford, CT 06405",41.27630700016198,-72.85360200003757,Street Address,CT,SUCCESSFUL ADDRESS
3929,221 Burnside Ave,,E Hartford,CT,06108,,"221 BURNSIDE AVE, E HARTFORD, CT 06108",41.77545500012013,-72.62981300026337,Street Address,CT,SUCCESSFUL ADDRESS
4293,46 John St,,Wallingford,CT,06492,,"46 JOHN ST, WALLINGFORD, CT 06492",41.44560400018858,-72.83219000036874,Street Address,CT,SUCCESSFUL ADDRESS
4406,17 Tour Ave,,New Haven,CT,06515,,"17 TOUR AVE, NEW HAVEN, CT 06515",41.326472999873054,-72.95905500037333,Street Address,CT,SUCCESSFUL ADDRESS
3751,24 Clapboard Ridge Rd,,Danbury,CT,06811,,"24 CLAPBOARD RIDGE RD, DANBURY, CT 06811",41.40895099991688,-73.46772700018653,Street Address,CT,SUCCESSFUL ADDRESS
4380,180 Boston Ave,,Bridgeport,CT,06610,,"180 BOSTON AVE, BRIDGEPORT, CT 06610",41.201670000318586,-73.18617999995631,Street Address,CT,SUCCESSFUL ADDRESS
62970,335 Main St,,Niantic,CT,06357,,"335 Main St, Niantic, CT 06357",41.323102000227856,-72.19745400044204,Street Address,CT,SUCCESSFUL ADDRESS
4249,31 W Beacon St,,West Hartford,CT,06119,,"31 W BEACON ST, WEST HARTFORD, CT 06119",41.75830299982418,-72.71639999982035,Street Address,CT,SUCCESSFUL ADDRESS
3762,34 Farview Rd,,Brookfield,CT,06804,,"34 FARVIEW RD, BROOKFIELD, CT 06804",41.48231300029642,-73.4042999996704,Street Address,CT,SUCCESSFUL ADDRESS
31414,2400 Sixth St Nw,,Washington,DC,20059,,"2400 SIXTH ST NW, WASHINGTON, DC 20059",38.920738810000046,-77.01947807099998,Street Address,DC,SUCCESSFUL ADDRESS
59902,301 13Th Street Sw,RM 215A,Washington,DC,20228,,"301 13th Street SW RM 215A, Washington, DC 20228",38.8856999999804,-77.0318000000962,Street Address,DC,SUCCESSFUL ADDRESS
61580,1000 U St Nw,Fl 4,Washington,DC,20001,,"1000 U St NW Fl 4, Washington, DC 20001",38.9167740001066,-77.02630500011334,Street Address,DC,SUCCESSFUL ADDRESS
63610,1275 K St Nw,,Washington,DC,20005,,"1275 K St NW, Washington, DC 20005",38.90292600004753,-77.02915100037566,Street Address,DC,SUCCESSFUL ADDRESS
77041,4101 Connecticut Ave Nw,,Washington,DC,20008,,"4101 CONNECTICUT AVE NW, WASHINGTON, DC 20008",38.94242037393233,-77.061892128403,Street Address,DC,SUCCESSFUL ADDRESS
60045,935 Pennsylvania Ave Nw,Rm 8676,Washington,DC,20535,,"935 Pennsylvania Ave NW Rm 8676, Washington, DC 20535",38.89450800033335,-77.0248869995559,Street Address,DC,SUCCESSFUL ADDRESS
60141,409 3Rd St Sw,STE 105,Washington,DC,20024,,"409 3RD ST SW STE 105, WASHINGTON, DC 20024",38.88460699976241,-77.01574199994491,Street Address,DC,SUCCESSFUL ADDRESS
60157,441 G St Nw,Rm 1100,Washington,DC,20548,,"441 G St NW Rm 1100, Washington, DC 20548",38.89908200014423,-77.01754799994156,Street Address,DC,SUCCESSFUL ADDRESS
82611,885 Barnaby Street Se,,Washington,DC,20032,,"885 BARNABY STREET SE, WASHINGTON, DC 20032",38.83179357026521,-76.99062855592824,Street Address,DC,SUCCESSFUL ADDRESS
61579,5656 3Rd St Ne,,Washington,DC,20011,,"5656 3rd St NE, Washington, DC 20011",38.9574740001432,-77.00359299988784,Street Address,DC,SUCCESSFUL ADDRESS
78179,905 N Broom St,,Wilmington,DE,19806,,"905 N BROOM ST, WILMINGTON, DE 19806",39.7513859238904,-75.56296222483502,Street Address,DE,SUCCESSFUL ADDRESS
84338,701 East Basin Road,,New Castle,DE,19720,,"701 EAST BASIN ROAD, NEW CASTLE, DE 19720",39.67054022508308,-75.58698496767137,Street Address,DE,SUCCESSFUL ADDRESS
55843,1240 Mckee Rd,,Dover,DE,19904,,"1240 MCKEE RD, DOVER, DE 19904",39.1773838,-75.5555085999999,Street Address,DE,SUCCESSFUL ADDRESS
78189,28157 Lighthouse Xing,,Dagsboro,DE,19939,,"28157 LIGHTHOUSE XING, DAGSBORO, DE 19939",38.54477472572374,-75.2608556677501,Street Address,DE,SUCCESSFUL ADDRESS
78172,6201 Kennett Pike,,Wilmington,DE,19807,,"6201 KENNETT PIKE, WILMINGTON, DE 19807",39.83064327728856,-75.62464031778238,Street Address,DE,SUCCESSFUL ADDRESS
78160,2370 Red Lion Rd,,Bear,DE,19701,,"2370 RED LION RD, BEAR, DE 19701",39.572263560669874,-75.6955214190502,Street Address,DE,SUCCESSFUL ADDRESS
78171,801 Seymour Rd,,Bear,DE,19701,,"801 SEYMOUR RD, BEAR, DE 19701",39.64420073991479,-75.64462012530889,Street Address,DE,SUCCESSFUL ADDRESS
80325,500 Stockley Street,,Rehoboth Beach,DE,19971,,"500 STOCKLEY STREET, REHOBOTH BEACH, DE 19971",38.70967886014909,-75.08692398011819,Street Address,DE,SUCCESSFUL ADDRESS
78145,2008 Jebb Rd,,Wyoming,DE,19934,,"2008 JEBB RD, WYOMING, DE 19934",39.10178715014472,-75.61864292868867,Street Address,DE,SUCCESSFUL ADDRESS
32567,120 N State St,,Dover,DE,19901,,"120 N STATE ST, DOVER, DE 19901",39.16301171100003,-75.52723423899995,Street Address,DE,SUCCESSFUL ADDRESS
78338,1532 Long Bay Rd,,Middleburg,FL,32068,,"1532 LONG BAY RD, MIDDLEBURG, FL 32068",30.098763689017407,-81.86514296605694,Street Address,FL,SUCCESSFUL ADDRESS
60294,2190 18Th Ave S,,St Petersburg,FL,33712,,"2190 18th Ave S, St Petersburg, FL 33712",27.75178699977296,-82.66280100030806,Street Address,FL,SUCCESSFUL ADDRESS
29113,10119 East Ellicott Street,,Tampa,FL,33610,,"10119 EAST ELLICOTT STREET, TAMPA, FL 33610",27.99062485200005,-82.33228535299997,Street Address,FL,SUCCESSFUL ADDRESS
78469,7777 62Nd Ave N,,St Petersburg,FL,33709,,"7777 62ND AVE N, ST PETERSBURG, FL 33709",27.830285836915632,-82.7455748419268,Street Address,FL,SUCCESSFUL ADDRESS
76861,2151 Crystal Dr,,Fort Myers,FL,33907,,"2151 CRYSTAL DR, FORT MYERS, FL 33907",26.564864801051893,-81.86847993335128,Street Address,FL,SUCCESSFUL ADDRESS
84311,5540 Ramona Blvd,,Jacksonville,FL,32205,,"5540 RAMONA BLVD, JACKSONVILLE, FL 32205",30.313450035312545,-81.74256724007432,Street Address,FL,SUCCESSFUL ADDRESS
78314,401 Se 15Th Ave,,Fort Lauderdale,FL,33301,,"401 SE 15TH AVE, FORT LAUDERDALE, FL 33301",26.11884609061845,-80.12817275965276,Street Address,FL,SUCCESSFUL ADDRESS
103449,9035 Pines Boulevard,,Pembroke Pines,FL,33024,,"9035 PINES BOULEVARD, PEMBROKE PINES, FL 33024",26.00955884318306,-80.26510647531545,Street Address,FL,SUCCESSFUL ADDRESS
103496,2401 Monument Road,,Jacksonville,FL,32225,,"2401 MONUMENT ROAD, JACKSONVILLE, FL 32225",30.358136985643785,-81.50272783989614,Street Address,FL,SUCCESSFUL ADDRESS
29055,2950 Winkler Avenue,UNIT 1201,Fort Myers,FL,33916,,"2950 WINKLER AVENUE UNIT 1201, FORT MYERS, FL 33916",26.60401934100003,-81.85131960899996,Street Address,FL,SUCCESSFUL ADDRESS
81215,2379 Copeland Rd,,Valdosta,GA,31601,,"2379 COPELAND RD, VALDOSTA, GA 31601",30.79146304578505,-83.26205325096632,Street Address,GA,SUCCESSFUL ADDRESS
74078,1181 Georgia Ydc Road Southwest,,Darien,GA,31305,,"1181 GEORGIA YDC ROAD SOUTHWEST, DARIEN, GA 31305",31.41683376015236,-81.45586969238256,Street Address,GA,SUCCESSFUL ADDRESS
59965,4340 Dunwoody Park,,Dunwoody,GA,30338,,"4340 Dunwoody Park, Dunwoody, GA 30338",33.922680000246174,-84.31099000020858,Street Address,GA,SUCCESSFUL ADDRESS
59840,201 3Rd Ave,Bldg 38200,Fort Eisenhower,GA,30905,,"201 3rd Ave Bldg 38200, Fort Eisenhower, GA 30905",33.40238599990073,-82.12793199959935,Street Address,GA,SUCCESSFUL ADDRESS
56394,2200 Patrick Henry Parkway,,Mcdonough,GA,30253,,"2200 PATRICK HENRY PARKWAY, MCDONOUGH, GA 30253",33.48692147,-84.2147095,Street Address,GA,SUCCESSFUL ADDRESS
30172,2025 Satellite Pointe,,Duluth,GA,30096,,"2025 SATELLITE POINTE, DULUTH, GA 30096",33.94886200000007,-84.14792099999994,Street Address,GA,SUCCESSFUL ADDRESS
78657,4 Oglethorpe Professional Blvd,,Savannah,GA,31406,,"4 OGLETHORPE PROFESSIONAL BLVD, SAVANNAH, GA 31406",32.00383731417158,-81.11013356113538,Street Address,GA,SUCCESSFUL ADDRESS
31552,225 North Ave,,Atlanta,GA,30332,,"225 NORTH AVE, ATLANTA, GA 30332",33.773731834000046,-84.39601919199997,Street Address,GA,SUCCESSFUL ADDRESS
77205,12472 Hwy 515 N,,Ellijay,GA,30536,,"12472 HWY 515 N, ELLIJAY, GA 30536",34.71392713794628,-84.45380540105805,Street Address,GA,SUCCESSFUL ADDRESS
74136,2978 State Hwyy 36 W Prison Blvd,,Jackson,GA,30233,,"2978 STATE HWYY 36 W PRISON BLVD, JACKSON, GA 30233",33.22107371659063,-84.06161827361227,Street Address,GA,SUCCESSFUL ADDRESS
59841,414 W Soledad Ave,Ste 100,Hagatna,GU,96910,,"414 W Soledad Ave Ste 100, Hagatna, GU 96910",13.476905000387166,144.74548499977166,Street Address,GU,SUCCESSFUL ADDRESS
56453,133 Route 3,,Dededo,GU,96929,,"133 ROUTE 3, DEDEDO, GU 96929",13.525133,144.823076,Street Address,GU,SUCCESSFUL ADDRESS
73015,1 Mashburn Lane,,Mangilao,GU,96913,,"1 MASHBURN LANE, MANGILAO, GU 96913",13.448201468341846,144.78676322969054,Street Address,GU,SUCCESSFUL ADDRESS
80596,270 Route 10,,Barrigada,GU,96913,,"270 ROUTE 10, BARRIGADA, GU 96913",13.465402531564829,144.80170066295344,Street Address,GU,SUCCESSFUL ADDRESS
80581,156 Canada Toto Road,,Barrigada,GU,96913,,"156 CANADA TOTO ROAD, BARRIGADA, GU 96913",13.471086177394136,144.79356757598413,Street Address,GU,SUCCESSFUL ADDRESS
64931,388 Ypao Road,,Tamuning,GU,96913,,"388 YPAO ROAD, TAMUNING, GU 96913",37.74007171408658,-121.44939361254175,Street Address,GU,SUCCESSFUL ADDRESS
64935,202 Farenholt Avenue,,Tamuning,GU,96913,,"202 FARENHOLT AVENUE, TAMUNING, GU 96913",61.18132861952243,-149.83538280978067,Street Address,GU,SUCCESSFUL ADDRESS
80583,400 Gayinero Drive,,Yigo,GU,96929,,"400 GAYINERO DRIVE, YIGO, GU 96929",13.534563904293602,144.89463798530622,Street Address,GU,SUCCESSFUL ADDRESS
74423,169 San Isidro St,,Mangilao,GU,96923,,"169 SAN ISIDRO ST, MANGILAO, GU 96923",13.450689430619766,144.79785470446024,Street Address,GU,SUCCESSFUL ADDRESS
79908,1180 Padiron Lagu Rt 15,,Yigo,GU,96929,,"1180 PADIRON LAGU RT 15, YIGO, GU 96929",13.55587046263108,144.91800735289368,Street Address,GU,SUCCESSFUL ADDRESS
31322,400 Sand Island Parkway,,Honolulu,HI,96819,,"400 SAND ISLAND PARKWAY, HONOLULU, HI 96819",21.30536253100008,-157.87310660099996,Street Address,HI,SUCCESSFUL ADDRESS
61808,1259 Aala St,Ste 205,Honolulu,HI,96817,,"1259 Aala St Ste 205, Honolulu, HI 96817",21.316107000275696,-157.86173399979157,Street Address,HI,SUCCESSFUL ADDRESS
61358,1099 Alakea St,Ste 100,Honolulu,HI,96813,,"1099 Alakea St Ste 100, Honolulu, HI 96813",21.30822799980212,-157.85940300008835,Street Address,HI,SUCCESSFUL ADDRESS
56465,3675 Kilauea Avenue,,Honolulu,HI,96816,,"3675 KILAUEA AVENUE, HONOLULU, HI 96816",21.2732550800001,-157.80149345,Street Address,HI,SUCCESSFUL ADDRESS
61821,585 Port Royal St,,Honolulu,HI,96818,,"585 Port Royal St, Honolulu, HI 96818",21.355013999907005,-157.9551760001625,Street Address,HI,SUCCESSFUL ADDRESS
65116,130 Prison Street,,Lahaina,HI,96761,,"130 PRISON STREET, LAHAINA, HI 96761",66.89598044715457,-162.5864521758451,Street Address,HI,SUCCESSFUL ADDRESS
61583,632 Kinoole St,,Hilo,HI,96720,,"632 KINOOLE ST, HILO, HI 96720",19.71822400006511,-155.08524999957302,Street Address,HI,SUCCESSFUL ADDRESS
99601,550 Paiea Street,,Honolulu,HI,96819,,"550 PAIEA STREET, HONOLULU, HI 96819",21.335461444466706,-157.91635793362985,Street Address,HI,SUCCESSFUL ADDRESS
65119,810 Haiku Road,,Haiku,HI,96708,,"810 HAIKU ROAD, HAIKU, HI 96708",71.293041776788,-156.77894682352033,Street Address,HI,SUCCESSFUL ADDRESS
64333,25 Kaneohe Bay Dr,,Kailua,HI,96734,,"25 Kaneohe Bay Dr, Kailua, HI 96734",21.42329999987693,-157.7489500002374,Street Address,HI,SUCCESSFUL ADDRESS
101403,6911 C Avenue Northeast,,Cedar Rapids,IA,52402,,"6911 C AVENUE NORTHEAST, CEDAR RAPIDS, IA 52402",42.04717555844851,-91.63939234544544,Street Address,IA,SUCCESSFUL ADDRESS
32949,1 University Place,,Lamoni,IA,50140,,"1 UNIVERSITY PLACE, LAMONI, IA 50140",40.615966000000064,-93.92489299999993,Street Address,IA,SUCCESSFUL ADDRESS
36066,612 1St Street,,Bonaparte,Iowa,52620,,"612 1st Street, Bonaparte, Iowa 52620",40.856721,-91.833495,Street Address,IA,SUCCESSFUL ADDRESS
37344,201 Main Street,,Yale,Iowa,50277,,"201 Main Street, Yale, Iowa 50277",41.775783,-94.354888,Street Address,IA,SUCCESSFUL ADDRESS
70746,201 Nile Kinnick Drive North,,Adel,IA,50003,,"201 NILE KINNICK DRIVE NORTH, ADEL, IA 50003",41.618466980987726,-94.0179776806854,Street Address,IA,SUCCESSFUL ADDRESS
34040,301 South Main Street,,Mount Pleasant,Iowa,52641,,"301 South Main Street, Mount Pleasant, Iowa 52641",40.964006,-91.553687,Street Address,IA,SUCCESSFUL ADDRESS
33872,405 Fifth Street,,Ames,Iowa,50010,,"405 Fifth Street, Ames, Iowa 50010",42.025878,-93.616092,Street Address,IA,SUCCESSFUL ADDRESS
